,Country,City,Location
1651,Libya,Tripoli,"(32.77325405, 13.4141472054133)"
1652,Philippines,Makati,"(14.55459465, 121.021408611015)"
1653,Cote d'Ivoire,ABIDJAN,"(5.4091179, -4.0422098)"
1654,Portugal,Lisboa,"(38.7077926, -9.1365069)"
1655,United States of America,"Washington, DC","(38.8949549, -77.0366455)"
1656,United States of America,Philadelphia,"(39.9523993, -75.1635898)"
1657,Pakistan,Peshawar,"(34.0123846, 71.5787458)"
1658,Spain,bilbao,"(43.2629517, -2.9349328)"
1659,United States of America,"Johnston, IL","(34.31888, -96.6752297)"
1660,Nigeria,Abuja,"(9.0643305, 7.4892974)"
1661,Morocco,Rabat,"(34.0226709, -6.8391104)"
1662,United States of America,Atlanta,"(33.7490987, -84.3901848)"
1663,United Kingdom of Great Britain and Northern Ireland,Derby,"(52.9212617, -1.476149)"
1664,South Africa,Johannesburg,"(-26.2049999, 28.0497222)"
1665,Libya,Tripoli,"(32.77325405, 13.4141472054133)"
1666,India,NCR - Delhi,"(28.48761975, 77.2903436457156)"
1667,Germany,,"(51.0834196, 10.4234469)"
1668,Spain,Madrid,"(40.4167047, -3.7035824)"
1669,Libya,tripoli,"(32.77325405, 13.4141472054133)"
1670,Pakistan,islamabad,"(33.6945756, 73.0643744)"
1671,Sri Lanka,bentota,"(6.4156657, 80.0427422)"
1672,Libya,Tripoli,"(32.77325405, 13.4141472054133)"
1673,Brazil,CHÃ GRANDE PERNAMBUCO,"(-8.2385459, -35.4768104022288)"
1674,United States of America,NYC,"(40.7305991, -73.9865811)"
1675,Iraq,Baghdad,"(33.3024248, 44.3787992)"
1676,United States of America,Los Angeles,"(34.0543942, -118.2439408)"
1677,Venezuela (Bolivarian Republic of),Caracas,
1678,Guatemala,Jalapa,"(14.65089585, -89.9229654170566)"
1679,United States of America,Baltimore,"(39.2908608, -76.6108072)"
1680,United Kingdom of Great Britain and Northern Ireland,wirral merseyside,"(53.40085175, -3.04251833740041)"
1681,Kosovo,Novoberd,
1682,United Kingdom of Great Britain and Northern Ireland,Manchester,"(53.4791301, -2.2441008)"
1683,South Africa,,"(-28.8166235, 24.991639)"
1684,Ukraine,Одесса,"(46.4846121, 30.7325586)"
1685,United States of America,Mesquite/Texas,"(32.7666103, -96.5994719)"
1686,Egypt,,"(26.2540493, 29.2675469)"
1687,Argentina,La Plata,"(-34.9206796, -57.9537637)"
1688,South Africa,Pretoria,"(-25.7458368, 28.1867178)"
1689,India,Ahmedabad,"(23.0216238, 72.5797068)"
1690,Egypt,Alexandria,"(31.1990035, 29.8943785)"
1691,Albania,Amman,
1692,Argentina,Tierra del fuego,"(-53.8904637, -68.3485979)"
1693,Republic of Korea,Seoul,"(37.5666791, 126.9782914)"
1694,United States of America,New York,"(40.7305991, -73.9865811)"
1695,Philippines,Binan City,"(14.3385061, 121.0835962)"
1696,United Kingdom of Great Britain and Northern Ireland,Sheffield,"(53.3806626, -1.4702277)"
1697,United States of America,"Long Beach,CA","(33.7774658, -118.188487)"
1698,Libya,Tripoli,"(32.77325405, 13.4141472054133)"
1699,Brazil,Corumbá/MS,"(-19.0064041, -57.6494887)"
1700,Philippines,Manila,"(14.5906216, 120.9799696)"
1701,Republic of Korea,Seoul,"(37.5666791, 126.9782914)"
1702,United States of America,Roanoke,"(37.270973, -79.9414312)"
1703,Libya,Tripoli,"(32.77325405, 13.4141472054133)"
1704,Pakistan,Islamabad,"(33.6945756, 73.0643744)"
1705,Libya,Tripoli,"(32.77325405, 13.4141472054133)"
1706,Argentina,Buenos Aires,"(-34.6143904, -58.4460878)"
1707,Spain,,"(40.0028028, -4.0031039)"
1708,United States of America,"Washington, DC","(38.8949549, -77.0366455)"
1709,Libya,Tripoli,"(32.77325405, 13.4141472054133)"
1710,Brazil,Uberlândia/ MG,"(-18.918804, -48.2767836)"
1711,Libya,tripoli,"(32.77325405, 13.4141472054133)"
1712,Indonesia,Bandung,"(-6.9344693, 107.6049539)"
1713,Peru,Lima,"(-12.0552079, -77.026476429964)"
1714,United States of America,"Portland, Maine","(43.6610277, -70.2548595)"
1715,India,Bangalore,"(12.9791198, 77.5912997)"
1716,United States of America,Miami Beach,"(25.7881436, -80.1272704)"
1717,Libya,Tripoli,"(32.77325405, 13.4141472054133)"
1718,Australia,Brisbane,"(-27.4689681, 153.0234991)"
1719,United Kingdom of Great Britain and Northern Ireland,Runcorn,"(53.3356965, -2.7317996)"
1720,Mexico,Cozumel,"(20.4317585, -86.9202744659766)"
1721,Ghana,Assin Foso,"(5.6832814, -1.2649731)"
1722,Libya,,"(26.8234472, 18.1236723)"
1723,Iran (Islamic Republic of),Tehran,
1724,Ukraine,Винница,"(49.2320162, 28.467975)"
1725,Iran (Islamic Republic of),Kerman,"(30.2748765, 57.0799410040957)"
1726,Nigeria,Benin-City,"(6.3330586, 5.6221058)"
1727,Nigeria,Abuja,"(9.0643305, 7.4892974)"
1728,Spain,madrid,"(40.4167047, -3.7035824)"
1729,United States of America,"Chesapeake City, Maryland","(39.5271001, -75.8124775)"
1730,Libya,benghzie,
1731,Spain,Barcelona,"(41.3825596, 2.1771353)"
1732,India,Raipur,"(20.82071695, 82.1229768974802)"
1733,Nigeria,Asaba,"(6.188193, 6.749352)"
1734,Australia,Gold Coast Queensland,"(-28.002373, 153.4145987)"
1735,United States of America,"Chicago, Illinois","(41.8755546, -87.6244211)"
1736,Germany,Frankfurt/Main,"(50.0883318, 8.5696228)"
1737,India,New Delhi,"(28.6138967, 77.2159562)"
1738,United Kingdom of Great Britain and Northern Ireland,Salford,"(53.4877463, -2.289192)"
1739,Nigeria,Lagos,"(6.4550575, 3.3941795)"
1740,Uganda,Kampala,"(0.3177137, 32.5813539)"
1741,United Republic of Tanzania,,"(8.99118225, 38.79211626126)"
1742,India,Chennai,"(13.0796914, 80.2829533)"
1743,United States of America,New York,"(40.7305991, -73.9865811)"
1744,Democratic Republic of the Congo,Kinshasa,"(-4.3217054, 15.3125974)"
1745,India,,"(22.3511148, 78.6677428)"
1746,Palestine (State of),Ramallah,
1747,Kenya,Nairobi,"(-1.2832532, 36.8172449)"
1748,Portugal,Lisboa,"(38.7077926, -9.1365069)"
1749,Uganda,Kampala,"(0.3177137, 32.5813539)"
1750,United States of America,"Brookline, MA","(42.3317642, -71.1211634)"
1751,Switzerland,Geneva,"(46.2017559, 6.1466014)"
1752,United Kingdom of Great Britain and Northern Ireland,Edinburgh,"(55.9483544, -3.1931186)"
1753,Spain,Malaga,"(36.7210805, -4.4210409)"
1754,Zimbabwe,Harare,"(-17.8317725, 31.0456859)"
1755,El Salvador,Santa Tecla,"(13.6732689, -89.2849477)"
1756,Sweden,Lund,"(55.7029296, 13.1929449)"
1757,Egypt,Cairo,"(30.0488185, 31.2436663)"
1758,Libya,tripoli,"(32.77325405, 13.4141472054133)"
1759,Australia,Melbourne / Brunswick East,"(-37.7733127, 144.9793629)"
1760,Bulgaria,Sofia,"(42.6977211, 23.3225964)"
1761,Nepal,kathmandu,"(27.7087963, 85.3202438)"
1762,Sudan,Khartoum,"(15.5933247, 32.5356502)"
1763,United Kingdom of Great Britain and Northern Ireland,London,"(51.5073219, -0.1276473)"
1764,Nigeria,Osogbo/Ifon,"(7.866667, 4.483333)"
1765,United Kingdom of Great Britain and Northern Ireland,,"(54.7023545, -3.2765752)"
1766,Jordan,Amman,"(31.9515694, 35.9239625)"
1767,United States of America,"Charleston, SC","(32.7876012, -79.9402727)"
1768,Canada,Oshawa,"(43.9172764, -78.8614873)"
1769,Libya,Tripoli,"(32.77325405, 13.4141472054133)"
1770,Mexico,Queretaro,"(20.8542575, -99.8475599)"
1771,United States of America,El Paso texas,"(31.8111305, -106.501349295577)"
1772,United States of America,"Lawrence, KS","(38.9719384, -95.2359495)"
1773,Sweden,Stockholm,"(59.3251172, 18.0710935)"
1774,United States of America,Seattle,"(47.6038321, -122.3300623)"
1775,India,Chennai,"(13.0796914, 80.2829533)"
1776,India,Lucknow,"(26.834512, 80.9080181406892)"
1777,Costa Rica,San José,"(9.9360107, -84.0919724335087)"
1778,United States of America,,"(39.7837304, -100.4458824)"
1779,Republic of Korea,Seoul,"(37.5666791, 126.9782914)"
1780,United States of America,california,"(36.7014631, -118.7559973)"
1781,Nicaragua,Rivas,"(11.3897472, -85.6237073)"
1782,United Kingdom of Great Britain and Northern Ireland,Northwood,"(51.6051713, -0.4205811)"
1783,Costa Rica,San Jose,"(9.9360107, -84.0919724335087)"
1784,Egypt,Cairo,"(30.0488185, 31.2436663)"
1785,India,Mumbai,"(18.9523804, 72.8327112)"
1786,India,"Jaipur,Rajasthan","(27.15608625, 75.7476063556986)"
1787,Pakistan,Islamabad,"(33.6945756, 73.0643744)"
1788,Comoros,Anjouan,"(-12.2262432, 44.4106912587226)"
1789,Spain,Torrelodones,"(40.5781429, -3.9262828)"
1790,India,Bangalore,"(12.9791198, 77.5912997)"
1791,Canada,Montreal,"(45.5087928, -73.5539819)"
1792,United States of America,Valpo,"(41.4624925, -87.0226445)"
1793,Brazil,Rio de Janeiro,"(-22.9110136, -43.2093726)"
1794,Somalia,Mugadishu,
1795,Mexico,Hermosillo,"(29.0894152, -110.9612377)"
1796,India,Kolkata,"(22.5677459, 88.3476023)"
1797,United States of America,El paso Texas,"(31.8111305, -106.501349295577)"
1798,United Kingdom of Great Britain and Northern Ireland,LONDON,"(51.5073219, -0.1276473)"
1799,Brazil,Embu das Artes/SP,"(-23.6495293, -46.8528496)"
1800,Mexico,Guadalajara,"(20.676143, -103.3469981)"
1801,Austria,Vienna,"(48.2083537, 16.3725042)"
1802,United States of America,"Valparaiso, IN","(41.4730948, -87.0611411)"
1803,United States of America,El Paso,"(31.8111305, -106.501349295577)"
1804,Cameroon,Yaounde,"(3.8689867, 11.5213344)"
1805,Colombia,Medellín,"(6.2443382, -75.5735529)"
1806,Mexico,Tuxtla Gutierrez,"(16.74521845, -93.1418085426027)"
1807,Indonesia,East Java,"(-6.96851055, 113.980045375478)"
1808,Australia,,"(-24.7761085, 134.755)"
1809,Australia,Newport vic,"(-37.8435965, 144.8804797)"
1810,Australia,Brisbane,"(-27.4689681, 153.0234991)"
1811,Australia,melbourne,"(-37.8142175, 144.9631608)"
1812,Libya,tripoli,"(32.77325405, 13.4141472054133)"
1813,Saudi Arabia,Riyadh,"(24.6319692, 46.7150648)"
1814,Jamaica,Kingston,"(17.9712148, -76.7928127)"
1815,Canada,Fredericton,"(45.9646491, -66.6437528)"
1816,United States of America,,"(39.7837304, -100.4458824)"
1817,Egypt,Mansourah,"(31.0375664, 31.3864903)"
1818,Ireland,Dublin,"(53.3497645, -6.2602731)"
1819,Pakistan,Mirpurkhas,"(25.3942839, 68.3992102)"
1820,United States of America,"El Paso, Tx","(31.8111305, -106.501349295577)"
1821,United States of America,"Sioux Falls, SD","(43.5499749, -96.7003269)"
1822,Venezuela (Bolivarian Republic of),,
1823,Canada,Ottawa,"(45.4210328, -75.6900218)"
1824,India,udaipur,"(24.38033415, 73.9551544176044)"
1825,Australia,Melbourne,"(-37.8142175, 144.9631608)"
1826,Nigeria,Minna,"(9.6187093, 6.5475752)"
1827,United Kingdom of Great Britain and Northern Ireland,Lowestoft,"(52.4766308, 1.7537638)"
1828,United States of America,New York,"(40.7305991, -73.9865811)"
1829,United Kingdom of Great Britain and Northern Ireland,,"(54.7023545, -3.2765752)"
1830,United States of America,,"(39.7837304, -100.4458824)"
1831,Australia,Melbourne,"(-37.8142175, 144.9631608)"
1832,Ireland,Dublin,"(53.3497645, -6.2602731)"
1833,United Kingdom of Great Britain and Northern Ireland,,"(54.7023545, -3.2765752)"
1834,Australia,Sydney,
1835,Morocco,Rabat,
1836,United Kingdom of Great Britain and Northern Ireland,London,
1837,United Kingdom of Great Britain and Northern Ireland,Oxford,
1838,Denmark,Copenhagen,
1839,Indonesia,,
1840,Portugal,Lisbon,
1841,Kosovo,Pristina,
1842,South Africa,,
1843,India,MUMBAI,
1844,Russian Federation,воронеж,
1845,Uganda,Mbale,
1846,Morocco,Chaouen,
1847,Ukraine,Kyiv,
1848,South Africa,Cape Town,"(-33.9289048, 18.4172485)"
1849,Australia,Melbourne,"(-37.8142175, 144.9631608)"
1850,Brazil,Santos,"(-23.9608329, -46.3338889)"
1851,Argentina,Mar del Plata,"(-38.0064096, -57.549127)"
1852,Canada,Quebec,"(54.0, -71.9999999)"
1853,Canada,Montreal,"(45.5087928, -73.5539819)"
1854,United States of America,"Colorado Springs, Colorado","(38.8339578, -104.8253484)"
1855,Canada,Winnipeg,"(49.8833343, -97.166674)"
1856,Philippines,Abra de Ilog,
1857,Pakistan,Karachi,"(24.8667795, 67.0311286)"
1858,India,Cuttack,"(20.3640012, 85.4611959771265)"
1859,Guatemala,Guatemala,"(15.6356088, -89.8988086)"
1860,Canada,Toronto,"(43.6529206, -79.3849007)"
1861,United States of America,Kettering,"(39.6895036, -84.1688273)"
1862,United States of America,"Springfield, Fairfax County","(38.7890522, -77.1870367)"
1863,Mexico,Guadalajara,"(20.676143, -103.3469981)"
1864,Spain,Zaragoza,"(41.6521342, -0.8809427)"
1865,Argentina,Rosario,"(-32.9595003, -60.6615414)"
1866,France,paris,"(48.8566101, 2.3514992)"
1867,Australia,Brisbane,"(-27.4689681, 153.0234991)"
1868,United States of America,"Dale City, VA","(38.6370622, -77.3110945)"
1869,Turkey,İzmir,"(38.4153421, 27.144474)"
1870,Netherlands,utrecht,"(52.08095165, 5.12768031549829)"
1871,United States of America,Bozeman,"(45.6799842, -111.0446747)"
1872,United Kingdom of Great Britain and Northern Ireland,Stevenage,"(51.9035099, -0.2013367)"
1873,Oman,Muscat,"(23.5997857, 58.5451305)"
1874,Canada,Montreal,"(45.5087928, -73.5539819)"
1875,Trinidad and Tobago,Carenage,"(10.6881668, -61.5928154)"
1876,Australia,Canberra,"(-35.2819366, 149.128894)"
1877,United States of America,"Winter Springs, fl","(28.693322, -81.2885094550076)"
1878,India,Kolkata,"(22.5677459, 88.3476023)"
1879,Canada,Ottawa,"(45.4210328, -75.6900218)"
1880,United States of America,"Washington, DC","(38.8949549, -77.0366455)"
1881,Tunisia,rades,"(36.77683875, 10.2787608746893)"
1882,Australia,Townsville Qld,"(-19.256939, 146.8239537)"
1883,Australia,,"(-24.7761085, 134.755)"
1884,Australia,Sydney,"(-33.8548156, 151.2164539)"
1885,Haiti,,"(19.1399952, -72.3570971)"
1886,India,,"(22.3511148, 78.6677428)"
1887,Spain,Vigo,"(42.2376602, -8.7247204)"
1888,India,,"(22.3511148, 78.6677428)"
1889,Sri Lanka,Kandy,"(7.2930922, 80.6350768)"
1890,Canada,Winnipeg,"(49.8833343, -97.166674)"
1891,Indonesia,Bandung,"(-6.9344693, 107.6049539)"
1892,Bangladesh,Dhaka,"(23.7593572, 90.3788136)"
1893,United Kingdom of Great Britain and Northern Ireland,London,"(51.5073219, -0.1276473)"
1894,United Kingdom of Great Britain and Northern Ireland,London,"(51.5073219, -0.1276473)"
1895,Mongolia,Ulaanbaatar,"(47.949809, 106.966724193881)"
1896,Netherlands,The Hague,"(52.0799838, 4.3113461)"
1897,Yemen,Sana'a,"(15.342101, 44.2005197)"
1898,Spain,Madrid,"(40.4167047, -3.7035824)"
1899,Germany,,"(51.0834196, 10.4234469)"
1900,Nigeria,"Akure, Ondo State",
1901,Mexico,Veracruz,
1902,Jordan,Amman,"(31.9515694, 35.9239625)"
1903,Norway,oslo,
1904,Morocco,Rabat,"(34.0226709, -6.8391104)"
1905,South Africa,Nelspruit,"(-25.4819443, 30.9847222)"
1906,India,,"(22.3511148, 78.6677428)"
1907,Italy,Rome,"(41.8935085, 12.4825526)"
1908,United Kingdom of Great Britain and Northern Ireland,Manchester,"(53.4791301, -2.2441008)"
1909,Kenya,Eldoret,"(0.5198329, 35.2715481)"
1910,South Africa,Johannesburg,"(-26.2049999, 28.0497222)"
1911,Pakistan,Rawalpindi,"(33.5991484, 73.0641002)"
1912,Romania,Bucharest,"(44.4361414, 26.1027202)"
1913,Pakistan,Islamabad,"(33.6945756, 73.0643744)"
1914,Italy,Rome,"(41.8935085, 12.4825526)"
1915,Pakistan,Lahore,"(31.5621916, 74.3228517)"
1916,Italy,Terni,"(42.5641417, 12.6405466)"
1917,Sweden,Linköping,"(58.4113704, 15.6245048)"
1918,India,,
1919,Pakistan,,
1920,United States of America,,"(39.7837304, -100.4458824)"
1921,France,Paris,
1922,Iran (Islamic Republic of),Tehran,
1923,Pakistan,Islamabad,
1924,Pakistan,Islamabad,"(33.6945756, 73.0643744)"
1925,United Kingdom of Great Britain and Northern Ireland,London,"(51.5073219, -0.1276473)"
1926,Pakistan,,"(30.3308401, 71.247499)"
1927,Cameroon,Yaounde,"(3.8689867, 11.5213344)"
1928,United Republic of Tanzania,Dar es Salaam,"(-6.81257725, 39.2895041055514)"
1929,Portugal,Ílhavo,"(40.6109125, -8.70525057623908)"
1930,Pakistan,Karachi,"(24.8667795, 67.0311286)"
1931,Pakistan,islamabad,
1932,Pakistan,Islamabad,
1933,China,Beijing,
1934,Spain,Madrid,"(40.4167047, -3.7035824)"
1935,Pakistan,,"(30.3308401, 71.247499)"
1936,Pakistan,islamabad,"(33.6945756, 73.0643744)"
1937,Pakistan,Islamabad,
1938,Pakistan,Lahore,
1939,Cameroon,Yaounde,
1940,Cameroon,kumbo,
1941,Pakistan,Lahore,
1942,Cote d'Ivoire,Abidjan,"(5.4091179, -4.0422098)"
1943,Uganda,Kampala,"(0.3177137, 32.5813539)"
1944,United Kingdom of Great Britain and Northern Ireland,St. Albans,
1945,Italy,arezzo,"(43.4640246, 11.8604618783394)"
1946,Venezuela (Bolivarian Republic of),Caracas,
1947,Italy,rome,
1948,United Kingdom of Great Britain and Northern Ireland,Bristol,
1949,France,Lille,
1950,United Kingdom of Great Britain and Northern Ireland,East Kilbride,
1951,France,Listrac-Médoc,
1952,Cameroon,Yaounde,"(3.8689867, 11.5213344)"
1953,Canada,Montréal,
1954,United Republic of Tanzania,Dar es Salaam,"(-6.81257725, 39.2895041055514)"
1955,United Kingdom of Great Britain and Northern Ireland,Rugby,
1956,Brazil,Rio de Janeiro,
1957,United Kingdom of Great Britain and Northern Ireland,London,
1958,United States of America,"Arlington, VA",
1959,Kenya,Nairobi,"(-1.2832532, 36.8172449)"
1960,Canada,,
1961,Argentina,"Provincia de Buenos Aires, Partido de Almirante Brown","(-34.8201642, -58.383243)"
1962,Ecuador,Cuenca,
1963,Germany,Munich,"(48.1371079, 11.5753822)"
1964,Paraguay,Asuncion,"(-25.2959915, -57.6311195)"
1965,United Kingdom of Great Britain and Northern Ireland,Marlborough,"(51.4210189, -1.7289519)"
1966,Albania,Testing,
1967,Indonesia,Jakarta,"(-6.1753941, 106.8271826)"
1968,Chile,Santiago,
1969,Mexico,Mexico City,"(19.4325301, -99.1332101)"
1970,Brazil,São Paulo,"(-23.5506506, -46.6333823)"
1971,France,paris,"(48.8566101, 2.3514992)"
1972,United States of America,New York,"(40.7305991, -73.9865811)"
1973,Pakistan,Islamabad,"(33.6945756, 73.0643744)"
1974,Nigeria,Lagos,"(6.4550575, 3.3941795)"
1975,United States of America,Oakland,"(37.8044557, -122.2713562)"
1976,France,Quimper,"(47.9960325, -4.1024781)"
1977,South Africa,Richards Bay,"(-28.774491, 32.0555033)"
1978,United States of America,Corolla,"(36.3847464, -75.8286982)"
1979,India,chennai,"(13.0796914, 80.2829533)"
1980,Mexico,,
1981,United Kingdom of Great Britain and Northern Ireland,London,"(51.5073219, -0.1276473)"
1982,Belgium,Brussels,"(50.8465565, 4.351697)"
1983,Belgium,Brussels,"(50.8465565, 4.351697)"
1984,Hungary,Budapest,"(47.4983815, 19.0404707)"
1985,United States of America,NYC,"(40.7305991, -73.9865811)"
1986,Uganda,Luwero,"(0.8409356, 32.4935273)"
1987,Namibia,Windhoek,"(-22.5530385, 17.0543787941499)"
1988,India,New Delhi,"(28.6138967, 77.2159562)"
1989,Pakistan,Karachi,"(24.8667795, 67.0311286)"
1990,United States of America,"NY, NY","(42.0043625736095, -74.6817702262055)"
1991,Argentina,Buenos Aires,
1992,United Kingdom of Great Britain and Northern Ireland,Derby,
1993,Portugal,Óbidos,
1994,Belgium,Brussels,
1995,Rwanda,Kigali,
1996,United States of America,New York,
1997,Ukraine,Dnipro,
1998,Brazil,Rio de Janeiro,
1999,United States of America,,
2000,United States of America,New York,"(40.7305991, -73.9865811)"
2001,United States of America,,"(39.7837304, -100.4458824)"
2002,United States of America,"Syracuse, Utah","(41.0895938, -112.0638902)"
2003,United States of America,,
2004,United States of America,New York City,
2005,United States of America,,
2006,United States of America,New York,"(40.7305991, -73.9865811)"
2007,United Kingdom of Great Britain and Northern Ireland,London,"(51.5073219, -0.1276473)"
2008,Brazil,São Paulo,"(-23.5506506, -46.6333823)"
2009,United States of America,Brooklyn,"(40.6501038, -73.9495822)"
2010,China,Beijing,"(39.9059631, 116.391248)"
2011,Peru,Lima,
2012,Brazil,São Paulo,"(-23.5506506, -46.6333823)"
2013,Brazil,"Paraisopolis, MG","(-22.5541682, -45.7800023)"
2014,Canada,Toronto,"(43.6529206, -79.3849007)"
2015,United States of America,"El Paso, Texas","(31.8111305, -106.501349295577)"
2016,Brazil,Sao paulo/ sao paulo,"(-23.5506506, -46.6333823)"
2017,Bulgaria,Sofia,"(42.6977211, 23.3225964)"
2018,Brazil,São Paulo,"(-23.5506506, -46.6333823)"
2019,Australia,Canberra,"(-35.2819366, 149.128894)"
2020,Brazil,Sao paulo,
2021,United States of America,"Washington, DC",
2022,United States of America,San Francisco,
2023,United States of America,,
2024,Canada,Halifax,
2025,Pakistan,Muzaffarabad,
2026,India,"Mangalore, Karnataka",
2027,Australia,sydney,
2028,Philippines,Davao City,
2029,Canada,Toronto,
2030,United States of America,"Austin, Texas",
2031,Argentina,Mendoza,
2032,Colombia,Bogotá,
2033,China,Taipei,
2034,Australia,DUBBO,
2035,United States of America,Orlando area,
2036,India,New delhi,
2037,Canada,Peterborough,
2038,Trinidad and Tobago,Couva,
2039,Canada,New Brunswick,
2040,Canada,Vancouver,
2041,Australia,,
2042,United States of America,Maryland,
2043,United States of America,"Minneapolis, Minnesota",
2044,China,Beijing,
2045,United States of America,LA. CA. And NY.,
2046,El Salvador,"San Miguel, San Miguel",
2047,Malaysia,Kuala Lumpur,
2048,South Africa,Johannesburg,
2049,Kenya,Nairobi,
2050,United States of America,Kentfield,
2051,Mexico,Saltillo,
2052,Mauritius,Cap Malheureux,
2053,Nepal,Kathmandu,
2054,Argentina,London,
2055,Canada,Regina,
2056,Trinidad and Tobago,,
2057,United States of America,Boston,
2058,India,Ahmedabad,
2059,France,Toulouse,
2060,India,New Delhi,
2061,Australia,melbourne,"(-37.8142175, 144.9631608)"
2062,India,Delhi,"(28.6517178, 77.2219388)"
2063,India,Ahmedabad/Gujarat,"(23.0216238, 72.5797068)"
2064,India,Delhi,"(28.6517178, 77.2219388)"
2065,United Kingdom of Great Britain and Northern Ireland,,"(54.7023545, -3.2765752)"
2066,Kenya,Nairobi,"(-1.2832532, 36.8172449)"
2067,Australia,,"(-24.7761085, 134.755)"
2068,United States of America,Cincinnati,"(39.1014537, -84.5124601)"
2069,Cameroon,Douala,"(4.0537386, 9.6644365792336)"
2070,France,Strasbourg,"(48.584614, 7.7507127)"
2071,India,Delhi,"(28.6517178, 77.2219388)"
2072,India,Bengaluru,"(12.9791198, 77.5912997)"
2073,Sri Lanka,Kurunegala,"(7.4869467, 80.3647752)"
